Gene	Length
AC091230.1	6793
CPLX3	2082
ULK3	3516
SCAMP2	5000
MPI	9090
FAM219B	5258
COX5A	1411
RPP25	3049
SCAMP5	4873
AC015720.2	334
AC015720.1	277
PPCDC	3781
AC113208.2	608
AC113208.1	419
C15orf39	5812
AC113208.4	206
AC113208.3	2629
AC068338.1	176
NIFKP4	1192
GOLGA6C	2082
RN7SL489P	276
GOLGA6D	3455
RN7SL327P	276
DNM1P34	2305
ANP32BP1	1297
COMMD4	6779
AC068338.3	418
NEIL1	6938
MIR631	75
MAN2C1	9142
AC068338.2	1430
SIN3A	12453
AC105137.1	562
AC105137.2	466
AC105137.3	984
PTPN9	8632
AC105036.2	176
AC105036.1	454
AC105036.3	1095
SNUPN	3516
AC105020.3	560
AC105020.2	572
IMP3	2565
AC105020.6	1217
AC105020.5	423
SNX33	8008
CSPG4	8290
AC105020.4	563
AC105020.1	2205
ODF3L1	1196
DNM1P35	3188
AC019294.2	2489
AC019294.1	3370
AC019294.3	495
AC019294.4	2905
RN7SL319P	274
DNM1P49	474
UBE2Q2	3852
RN7SL510P	259
FBXO22	11837
NRG4	5031
AC027104.1	681
TMEM266	5265
AC091100.1	2354
ETFA	5031
TYRO3P	2705
ISL2	2221
AC027243.1	758
AC027243.2	724
SCAPER	11610
AC090751.1	267
MIR3713	45
RN7SKP217	340
RCN2	10019
RN7SL278P	294
KRT8P23	1207
PSTPIP1	4468
TSPAN3	8506
AC090181.1	264
AC090181.3	1514
AC090181.2	672
PEAK1	24184
AC087465.1	245
AC060773.1	310
HMG20A	6403
AC090984.1	1332
AC046168.1	3814
AC046168.2	1224
LINGO1	4902
LINGO1-AS1	2720
LINGO1-AS2	663
AC105133.2	461
AC105133.1	841
CSPG4P13	4818
AC104758.3	3175
AC104758.4	353
RN7SL214P	260
AC104758.1	876
AC104758.5	571
ADAMTS7P3	3758
TBC1D2B	9763
AC104758.2	483
MIR1827	65
SH2D7	2881
CIB2	2146
IDH3A	6832
AC090260.1	1931
ACSBG1	8230
AC090607.3	685
DNAJA4	6591
WDR61	7279
AC090607.4	369
AC090607.2	695
AC090607.1	449
AC090607.5	224
AC011270.2	2550
CRABP1	993
AC011270.1	583
IREB2	10806
AC027228.1	1591
HYKK	5707
AC027228.3	1266
PSMA4	6996
CHRNA5	3623
AC027228.2	2154
CHRNA3	4765
AC067863.3	122
CHRNB4	4976
AC067863.2	1980
AC022748.2	2475
AC067863.1	530
AC022748.3	275
AC022748.1	392
ADAMTS7	7730
MORF4L1	6584
AC103975.1	483
RNU6-415P	97
AC011944.2	683
CTSH	5892
RASGRF1	9929
AC011944.1	1900
AC069082.1	67
ANKRD34C-AS1	1543
MIR184	84
HNRNPCP3	875
ANKRD34C	4951
TMED3	19470
AC027811.1	85
KIAA1024	6800
AC023968.2	1049
AC023968.1	475
AC026826.3	158
AC026826.1	361
AC026826.2	214
RNU6-667P	102
AC021483.1	539
MTHFS	1633
AC021483.2	758
ST20-MTHFS	982
AC015871.4	2260
ST20	1614
AC015871.3	2261
ST20-AS1	4223
C15ORF37	1688
AC015871.1	1782
BCL2A1	1089
AC015871.2	948
AC015871.5	702
AC092701.1	1551
ZFAND6	5153
FAH	7063
AC087761.1	556
CTXND1	6890
LINC00927	3664
AC016705.2	7251
ARNT2	7741
AC016705.1	1891
AC108451.1	2520
AC108451.2	538
hsa-mir-5572	137
RNU6-380P	107
ABHD17C	3627
AC023302.1	492
CEMIP	7621
MIR549	96
AC027808.1	683
AC027808.2	744
MESD	7510
AC068870.1	2455
MIR4514	57
AC068870.2	389
TLNRD1	4845
CFAP161	1979
AC068870.3	2536
ANP32BP3	706
IL16	12094
AC103858.1	476
STARD5	6339
TMC3-AS1	7767
TMC3	4848
AC103858.2	543
KF456110.1	385
AC109809.1	545
AC060809.1	564
AC023034.1	1087
AC023034.2	476
AC104041.1	767
AC025219.1	526
AC026956.1	479
MEX3B	4364
LINC01583	2568
EFL1	4733
RNU1-77P	162
SAXO2	4160
ADAMTS7P1	4835
GOLGA6L10	1808
RPL9P9	673
RP13-608F4.8	785
GOLGA6L9	4356
CSPG4P8	7170
RP11-152F13.3	1758
AC135995.1	84
RN7SL61P	280
RP13-608F4.1	1840
RP13-608F4.6	106
RP13-996F3.5	4621
RP11-152F13.7	1719
RN7SL256P	280
CSPG4P9	7287
AC126339.1	84
RP13-608F4.5	224
RP13-996F3.4	2057
UBE2Q2P2	1839
RPL9P8	673
AC243919.1	782
UBE2Q2P6	455
CSPG4P10	7254
AC245033.3	224
RP13-996F3.3	1774
AC010724.1	84
RN7SL410P	280
GOLGA6L17P	1349
DNM1P38	433
RPS17	3812
AC245033.1	880
AC245033.2	421
CPEB1	8215
CPEB1-AS1	5014
AP3B2	8866
AC105339.3	636
AC105339.1	2820
ACTG1P17	2096
AC105339.2	1175
AC105339.4	737
SNHG21	1053
FSD2	6536
WHAMM	5123
HOMER2	14685
AC022558.2	754
FAM103A1	1568
C15orf40	13893
AC024270.4	421
AC022558.1	586
BTBD1	4169
AC022558.3	688
AC024270.2	499
AC024270.1	404
MIR4515	81
TM6SF1	2661
HDGFL3	16253
AC024270.3	396
AC103876.1	943
BNC1	4795
SH3GL3	3363
AC087738.1	73
ADAMTSL3	9754
RNU6-401P	96
TUBAP4	416
RNU6-1339P	91
AC027807.2	408
AC027807.1	1109
EFTUD1P1	1798
DNM1P41	3350
AC136698.1	630
UBE2Q2L	998
CSPG4P11	4910
GOLGA2P7	4915
RN7SL331P	283
GOLGA6L4	6065
UBE2Q2P8	102
AC243562.2	970
RN7SL417P	281
AC243562.1	389
AC136704.1	84
DNM1P51	8796
CSPG4P5	3730
UBE2Q2P11	205
AC243562.3	1212
UBE2Q2P12	204
AC048382.4	546
AC048382.3	33
GOLGA6L5P	3899
AC048382.2	492
UBE2Q2P1	3008
LINC00933	3000
AC048382.5	3667
ZSCAN2	4878
AC048382.1	1018
AC048382.6	1223
SCAND2P	10717
EGLN1P1	762
WDR73	9626
NMB	1022
SEC11A	5748
AC115102.1	487
ZNF592	8134
AC012291.1	429
ALPK3	10940
SLC28A1	3445
RNU6-339P	107
RNU6-796P	107
AC087468.1	630
PDE8A	7886
AC044860.2	179
NIFKP8	874
CSPG4P12	11495
AC044860.1	1729
RN7SL428P	283
GOLGA6L3	1679
ADAMTS7P4	5516
AC044860.3	368
AKAP13	20280
RNU7-79P	62
AC104046.1	406
AC087286.3	953
AC087286.2	660
AC087286.1	568
RNU6-1280P	107
AC087286.4	746
AC021739.4	569
AC021739.2	964
AC021739.5	494
AC021739.3	855
KLHL25	7219
MIR1276	83
AC021739.1	174
RNU6-231P	103
MIR548AP	96
AC104229.1	255
LINC01584	1992
AGBL1	13580
RNA5SP400	111
AC016180.1	403
AGBL1-AS1	2440
AC012229.1	499
AC016987.2	351
AC016987.1	499
AC078905.1	509
AC020687.1	448
RNU6-185P	107
LINC00052	1966
NTRK3	26750
MED28P6	231
NTRK3-AS1	2663
MRPL46	6432
AC013489.1	702
MRPS11	5625
AC013489.3	517
DET1	6853
AC013489.2	276
LINC01586	2190
MIR1179	91
MIR7-2	110
AEN	6018
ISG20	7363
AC103982.1	571
ACAN	10908
HAPLN3	3524
MFGE8	6837
AC067805.1	522
KRT18P47	977
AC107954.1	727
AC013565.2	310
AC013565.1	597
AC013565.3	644
ABHD2	10345
RNU7-195P	62
HMGB1P8	949
AC124068.1	678
RLBP1	1985
FANCI	7766
POLG	5980
AC124068.2	1109
AC133637.1	1537
MIR9-3HG	7265
MIR9-3	90
RHCG	2607
LINC00928	1487
AC013391.3	1456
AC013391.2	501
TICRR	8402
AC013391.1	459
KIF7	5001
PLIN1	3797
PEX11A	3171
AC013787.1	307
WDR93	4068
AC079075.2	449
RNU6-132P	107
MESP1	2369
AC079075.1	878
MESP2	1783
ANPEP	4871
AP3S2	9237
C15orf38-AP3S2	2673
MIR5094	85
AC027176.2	746
MIR5009	100
RNU6-1111P	107
ARPIN	8594
RNU7-111P	62
AC027176.1	514
AC027176.3	586
ZNF710	4936
MIR3174	87
AC087284.1	1049
ZNF710-AS1	2902
IDH2	2814
AC092769.1	355
RN7SL755P	297
SEMA4B	7006
RN7SL346P	292
AC091167.1	479
CIB1	1367
GDPGP1	5778
AC091167.8	4014
TTLL13P	3902
AC091167.3	3838
NGRN	7694
AC091167.7	518
AC091167.2	588
AC091167.4	184
AC091167.6	413
AC091167.5	894
GOLGA2P8	779
RN7SL736P	273
GABARAPL3	354
ZNF774	8511
NDUFA3P4	250
IQGAP1	11535
AC018946.1	458
CRTC3	10814
AC103739.1	474
AC103739.2	807
CRTC3-AS1	957
HSPE1P3	309
AC021422.1	473
LINC01585	1295
BLM	6551
AC124248.1	402
RN7SL363P	271
FURIN	4728
FES	4237
MAN2A2	10002
AC068831.6	795
HDDC3	2606
UNC45A	7498
AC068831.2	367
AC068831.3	1858
RCCD1	4969
PRC1	5525
PRC1-AS1	1799
VPS33B	4012
AC068831.1	3429
AC068831.8	435
AC068831.4	109
AC068831.7	363
AC068831.5	328
SV2B	12454
CRAT37	2609
AC107958.3	431
AC107958.2	592
AC107958.1	290
AC105109.1	1115
SLCO3A1	9435
AC116903.2	1304
AC116903.1	539
DUXAP6	601
NPM1P5	838
ST8SIA2	5903
ENO1P2	974
AC090985.1	480
C15orf32	1787
LINC00930	1657
AC091544.2	2194
AC091544.5	3889
AC091544.6	446
FAM174B	4657
AC091544.4	342
AC091544.8	361
AC091544.7	240
HMGN1P38	303
AC091544.3	790
AC091544.1	348
AC106028.1	526
AC106028.3	1736
ASB9P1	793
AC106028.2	464
AC106028.4	607
AC106028.5	395
RN7SL599P	292
LINC01578	5395
AC013394.1	4734
CHD2	16960
MIR3175	77
RGMA	13141
AC087641.1	1021
AC112693.3	1983
AC112693.2	2215
AC112693.1	771
AC091078.1	3677
AC091078.3	2284
AC091078.2	559
AC110023.1	457
LINC01579	6795
AC103996.1	218
AC103996.3	442
LINC02207	1572
AC103996.2	915
LINC01580	1026
LINC01581	3267
AC104390.1	520
AC080032.1	94
AC110027.1	403
MCTP2	12978
AC135626.1	435
AC009432.1	648
AC087633.2	3562
AC107976.1	475
AC087633.1	715
AC087636.1	573
LINC01197	6992
AC104260.1	539
AC104260.2	3497
LINC00924	2682
AC027013.1	1057
AC015574.1	1382
RNU2-3P	191
AC012409.2	751
AC024337.1	1562
AC024337.2	2797
NR2F2-AS1	6063
AC012409.5	3424
AC012409.3	981
AC012409.1	751
AC012409.4	249
LINC02157	447
AC016251.1	4198
AC016251.2	3089
NR2F2	6459
MIR1469	47
AC103746.1	1133
AC087477.2	5303
AC087477.1	754
AC087477.6	843
AC087477.5	812
AC087477.3	552
PGAM1P12	748
AC087477.4	542
RN7SKP254	310
AC110588.1	137
FAM149B1P1	1610
SPATA8-AS1	627
SPATA8	1491
RN7SKP181	316
AC055873.1	91
AC020704.1	454
LINC02253	989
RN7SL677P	289
LINC02254	1726
RNA5SP401	127
AC026523.2	7739
AC026523.1	1780
LINC00923	4649
AC024651.2	2098
ARRDC4	4072
AC024651.1	1963
LINC02251	1224
RNU6-134P	98
AC022523.1	364
RNU6-1186P	97
LINC01582	930
AC022523.2	150
AC022523.3	410
AC015722.1	385
AC015722.2	551
LINC02351	289
FAM169B	4233
AC103968.1	573
AC118658.1	334
IGF1R	13509
AC118658.2	459
MIR4714	77
AC069029.1	263
AC036108.1	588
PGPEP1L	1629
AC036108.4	2516
SYNM	7818
AC036108.2	2562
TTC23	6148
AC036108.3	2677
AC022819.1	4042
LRRC28	9279
HSP90B2P	2384
HNRNPA1P62	952
AC022819.2	81
AC037479.1	625
AC015660.2	323
AC015660.3	198
AC015660.4	621
AC015660.1	527
AC015660.5	564
RPL7P5	736
MEF2A	6925
LYSMD4	5697
AC090825.2	826
DNM1P46	3979
RN7SL484P	253
AC090825.1	1374
AC084855.1	572
ADAMTS17	8242
AC084855.2	2393
RNA5SP402	110
AC022710.1	1781
SPATA41	2093
CERS3-AS1	661
CERS3	5130
AC027020.2	2389
RNU6-322P	103
PRKXP1	1122
AC027020.1	632
LINS1	7790
RNU6-181P	107
ASB7	5397
AC090695.1	1222
AC087762.1	643
AC087762.2	3773
AC015712.3	164
AC015712.1	1479
AC015712.6	5068
AC015712.4	1183
AC015712.5	564
ALDH1A3	5772
AC015712.7	635
AC015712.2	6792
LRRK1	17600
AC090907.1	491
AC090907.2	720
AC019254.2	556
AC019254.1	762
CHSY1	5555
SELENOS	3766
SNRPA1	3669
AC023024.1	2590
PCSK6	13237
AC023024.2	1993
PCSK6-AS1	639
AC090164.2	516
AC090164.3	2143
AC090164.4	313
SNRPCP18	439
AC090164.1	664
LINC02348	489
TM2D3	11894
RNU6-807P	107
TARSL2	4584
AC027559.1	970
DNM1P47	15281
GOLGA8VP	1798
RN7SL209P	275
OR4F6	1238
OR4F15	2119
AC107977.1	939
OR4F13P	2054
OR4F28P	938
WBP1LP5	414
AC140725.2	51
OR4F4	1054
OR4G2P	1759
AC140725.3	880
FAM138E	1219
AC140725.1	909
WASH3P	2351
DDX11L9	1740
DDX11L10	1723
WASH4P	1246
Z84723.1	773
WASIR2	1054
IL9RP3	1674
POLR3K	1889
SNRNP25	3060
RHBDF1	4914
MPG	1661
NPRL3	6608
Z69720.1	472
Z69666.1	801
HBZ	755
HBM	916
HBZP1	429
Z84721.1	372
HBA2	856
HBA1	835
HBQ1	536
Z69706.1	547
LUC7L	6176
Z69890.1	339
FAM234A	4699
AC004754.1	2242
RGS11	4798
ARHGDIG	2429
PDIA2	2248
AXIN1	7487
MRPL28	2404
TMEM8A	4447
Z97634.1	2291
NME4	3670
DECR2	4046
AL023881.1	301
RAB11FIP3	6317
AL049542.1	476
Z98882.1	2253
CAPN15	7987
MIR5587	53
MIR3176	90
Z97986.1	476
PRR35	2216
PIGQ	7904
NHLRC4	2105
Z98883.1	1442
RAB40C	4180
Z98881.1	348
WFIKKN1	4878
METTL26	1830
MCRIP2	5034
AL022341.1	1037
WDR90	10534
AL022341.2	1417
RHOT2	5174
RHBDL1	1884
Z92544.1	1274
Z92544.3	417
STUB1	2316
JMJD8	2627
WDR24	3570
Z92544.2	3554
FBXL16	3989
Z97653.2	1418
Z97653.1	446
METRN	3692
FAM173A	1923
CCDC78	4147
HAGHL	4890
NARFL	8101
MSLN	2560
AL031258.1	325
MSLNL	2356
MIR662	95
RPUSD1	2769
CHTF18	5916
GNG13	984
PRR25	1209
AL031008.1	541
LMF1	8233
AL031716.1	530
AL008727.1	4728
LMF1-AS1	1448
AC009041.4	638
AC009041.2	3926
SOX8	4432
AC009041.1	2430
SSTR5-AS1	4022
AC009041.3	879
SSTR5	1362
C1QTNF8	1762
AL031713.1	661
AL031598.1	1773
AC120498.8	531
CACNA1H	8606
AC120498.3	542
AC120498.1	476
AC120498.6	338
TPSG1	1255
AC120498.10	505
TPSB2	1738
TPSAB1	1512
TPSD1	1532
AC120498.2	249
PRSS29P	1966
AC120498.7	330
AC120498.5	299
TPSP2	610
AC120498.4	320
UBE2I	9679
AL031714.1	4489
RPS20P2	389
BAIAP3	6146
TSR3	1243
GNPTG	4102
AL031709.1	435
UNKL	7494
AL031721.1	135
AL032819.1	379
C16orf91	1057
AL032819.3	925
CCDC154	2726
AL032819.2	2162
CLCN7	8119
AL031600.3	1124
AL031600.1	570
AL031600.2	307
RPS3AP2	754
PTX4	1688
TELO2	4239
IFT140	8168
AL031705.1	682
TMEM204	2047
AL031719.1	2587
AL031719.2	476
Z97633.1	1656
AL133297.1	404
AL133297.2	485
CRAMP1	8373
Z97652.1	329
AL031708.1	5326
JPT2	4768
AL031009.1	2182
MAPK8IP3	10285
AL031710.2	722
AL031710.1	468
MIR3177	82
AL031717.1	565
NME3	1445
MRPS34	1097
EME2	6909
SPSB3	3192
NUBP2	4983
IGFALS	2363
HAGH	5975
FAHD1	3039
MEIOB	2307
AL031722.1	220
AL499628.1	78
LINC00254	713
LINC02124	484
RN7SL367P	252
HS3ST6	1273
MSRB1	2157
RPL3L	2758
NDUFB10	1070
RPS2	2413
SNORA10	133
AC005363.1	351
SNHG9	551
RNF151	978
AC005363.2	242
TBL3	7139
NOXO1	2159
AC005606.1	1790
GFER	2687
AC005606.2	734
SYNGR3	3420
ZNF598	4701
NPW	1168
RN7SL219P	294
SLC9A3R2	3550
NTHL1	2430
TSC2	11121
PKD1	18532
MIR1225	90
AC009065.2	785
AC009065.5	596
AC009065.6	456
AC009065.3	734
MIR4516	86
MIR3180-5	153
RAB26	2488
SNHG19	342
TRAF7	4489
CASKIN1	5889
MLST8	4323
BRICD5	2083
AC009065.7	580
PGP	2727
E4F1	6402
AC009065.1	1762
DNASE1L2	2194
ECI1	3234
AC009065.8	788
RNPS1	8582
AC009065.4	980
MIR3677	60
MIR4717	72
ABCA3	7804
AC106820.1	420
ABCA17P	6574
CCNF	6309
AC106820.3	397
AC106820.5	879
C16orf59	2854
AC106820.2	3264
NTN3	1986
TBC1D24	12213
AC106820.4	5616
AC093525.2	1944
ATP6V0C	1498
AC093525.1	596
AC093525.8	1342
AMDHD2	4366
CEMP1	1383
MIR3178	84
PDPK1	10926
AC093525.6	2001
AC093525.5	572
AC093525.7	3626
AC093525.4	459
AC093525.3	287
AC093525.9	1746
AC093525.10	1569
AC141586.3	1838
AC141586.1	2751
PDPK2P	4426
AC141586.4	1573
AC141586.2	572
ERVK13-1	8966
KCTD5	3420
AC092117.2	1737
PRSS27	5921
AC092117.1	3332
SRRM2-AS1	5858
SRRM2	13266
ELOB	1128
PRSS33	2112
PRSS41	1127
PRSS21	1967
EIF1P4	335
ZG16B	2665
PRSS30P	2961
PRSS22	2387
AC003965.2	265
AC003965.1	667
FLYWCH2	1365
FLYWCH1	8419
RPL23AP86	541
AC004034.1	510
KREMEN2	2614
PKMYT1	5034
PAQR4	2972
AC004233.4	417
AC004233.2	2062
LINC00514	4284
AC004233.1	608
AC004233.3	1269
CLDN9	2050
CLDN6	1739
TNFRSF12A	1848
HCFC1R1	1433
THOC6	1860
BICDL2	4690
AC108134.1	3061
MMP25	4126
MMP25-AS1	6155
IL32	3209
RNU1-125P	129
AC108134.3	1326
RNU1-22P	158
ZSCAN10	3319
AC108134.4	302
ZNF213-AS1	5145
ZNF205	2330
ZNF213	6443
CASP16P	3436
AC108134.2	748
AJ003147.1	454
AJ003147.2	629
OR1F1	942
OR1F2P	933
ZNF200	7498
MEFV	4819
LINC00921	2468
ZNF263	6945
AJ003147.3	2199
AC004232.3	525
TIGD7	4197
ZNF75A	8063
AC004232.2	821
AC004232.1	208
AC025283.1	734
OR2C1	1406
AC025283.2	3927
MTCO1P28	1528
MTND1P8	950
MTRNR2L4	1762
ZSCAN32	4013
ZNF174	2876
ZNF597	5513
NAA60	5639
AC004224.2	529
C16orf90	963
AC004224.1	568
CLUAP1	7798
AC004494.2	830
NLRC3	6686
AC004494.1	2955
AC006111.1	1978
SLX4	8591
DNASE1	13801
AC006111.2	1068
TRAP1	5227
AC006111.3	383
CREBBP	15492
AC007151.1	483
AC005736.2	774
AC005736.1	1394
ADCY9	10358
AC005736.3	244
AC009171.1	266
AC009171.2	318
SRL	5702
LINC01569	2270
TFAP4	7867
GLIS2	4469
GLIS2-AS1	340
PAM16	2383
AC012676.1	1949
CORO7-PAM16	3815
AC012676.5	1955
CORO7	8793
VASN	2806
DNAJA3	7071
AC012676.3	479
AC012676.4	582
AC012676.2	186
NMRAL1	3541
HMOX2	3793
CDIP1	4268
AC023830.3	1455
C16orf96	3823
AC023830.2	1662
SUB1P3	315
UBALD1	3619
MGRN1	10219
RN7SL850P	287
AC023830.1	1543
NUDT16L1	2068
ANKS3	7868
AC020663.1	2136
C16orf71	4656
ZNF500	6465
SEPT12	2100
SMIM22	1762
AC020663.2	720
ROGDI	3683
GLYR1	5470
AC020663.3	1091
UBN1	8551
PPL	7686
SEC14L5	6477
NAGPA-AS1	2630
NAGPA	5484
ALG1	4496
C16orf89	2067
AC026458.1	438
EEF2KMT	3128
AC026458.2	531
ENPP7P14	1040
AC074051.2	352
LINC02164	272
RBFOX1	10121
AC074051.3	358
AC074051.1	930
SNRPCP20	210
AC074051.4	892
LINC01570	1107
AC012175.1	633
AC009135.2	1768
AC009135.1	776
AC007223.1	572
AC007012.2	1676
AC007012.1	175
RNU7-99P	62
RNU6-457P	107
RNU6-328P	106
AC022206.1	347
AC005774.1	567
AC093515.1	539
AC018767.2	600
LINC02152	1281
AC018767.1	524
AC018767.3	481
AC074052.1	456
AC074052.2	214
TMEM114	944
METTL22	8254
AC007224.2	510
ABAT	9744
RN7SL743P	296
RNU7-63P	62
AC007224.1	144
TMEM186	1978
PMM2	7645
AC012173.1	430
AC022167.2	2642
CARHSP1	5577
AC022167.1	409
AC022167.4	498
AC022167.5	1627
USP7	7969
AC022167.3	427
AC087190.3	753
C16orf72	15875
AC087190.4	8334
AC087190.2	731
AC087190.1	480
AC092122.1	70
AC092122.2	68
LINC02177	5298
LINC01177	536
LINC01195	451
AC007221.1	796
AC007221.2	948
RNA5SP403	108
RNA5SP404	132
AC007218.1	660
GRIN2A	16696
AC007218.2	179
AC133565.1	488
IMPDH1P11	1504
RN7SL493P	297
ATF7IP2	6391
AC131649.1	1313
RN7SL99P	275
AC131649.2	4439
RNU6-633P	103
LINC01290	502
EMP2	8718
AC027277.1	533
AC027277.2	435
TEKT5	1775
AC007595.1	483
MTCYBP33	1130
MTND6P33	183
MTND5P33	1450
MTND4P34	1371
MTND4LP24	291
MTND3P13	343
MTCO3P24	782
MTATP6P24	677
NUBP1	1955
TVP23A	5281
AC133065.3	1161
AC133065.1	742
CIITA	14503
DEXI	1722
AC133065.6	2378
AC133065.5	630
AC133065.4	1159
AC133065.2	2147
CLEC16A	12387
RPL7P46	740
AC007014.2	479
AC007014.1	610
AC007220.1	1055
HNRNPCP4	900
RMI2	2701
SOCS1	1225
TNP2	1786
PRM3	424
PRM2	724
PRM1	424
MIR548H2	88
AC009121.2	1134
AC009121.1	1095
AC099489.1	12004
AC099489.2	260
AC099489.3	2279
RN7SL522P	245
LITAF	5060
SNN	3312
TXNDC11	4292
AC007613.1	2597
ZC3H7A	7076
AC010654.1	808
BCAR4	1328
RSL1D1	6167
AC007216.4	562
GSPT1	8018
AC007216.3	1495
COX6CP1	215
AC007216.2	531
AC007216.1	679
AC007216.5	109
NPIPB2	2719
TNFRSF17	1118
UBL5P4	236
SNX29	11298
RPS23P6	431
AC007601.1	1974
AC007601.2	502
AC007598.2	539
AC007598.1	448
AC007598.3	1678
AC131391.1	520
AC010333.1	563
AC010333.2	698
AC010333.3	402
CPPED1	6484
MIR4718	51
AC109597.1	786
AC109597.2	927
AC092324.1	324
SHISA9	10155
AC092380.1	105
AC009134.1	443
U91319.1	826
AC003009.1	686
TMF1P1	373
U95743.1	1013
ERCC4	8460
AC010401.1	348
AC010401.2	4959
AC010401.3	582
LINC02185	1101
LINC02186	885
MKL2	16578
AC130650.2	2403
AC130650.1	415
TVP23CP2	623
AC040173.1	1859
MIR193BHG	6049
MIR193B	83
MIR365A	87
LINC02130	518
PARN	4382
AC092291.1	90
AC092291.2	213
RN7SL274P	268
BFAR	4401
RNU7-125P	62
PLA2G10	1116
AC009167.1	579
NPIPA3	1473
AC136443.1	355
AC136443.4	579
NPIPA2	1428
AC136443.2	258
ABCC6P2	1077
NOMO1	5819
AC136443.5	370
AC136443.3	676
MIR3670-1	65
AC138932.2	1459
hsa-mir-3180-3	282
AC138932.1	6830
NPIPA1	7277
AC138932.4	109
PDXDC1	9410
AC138932.3	1902
MIR1972-1	77
AC138932.5	563
RP11-680G24.5	2383
NTAN1	3540
RRN3	4156
AC139256.1	2598
NPIPP1	1437
PKD1P6-NPIPP1	3043
PKD1P6	6015
hsa-mir-3180-4	153
AC126763.1	2183
AC137803.1	263
NPIPA5	1520
MPV17L	6009
AC140504.1	1052
C16orf45	3688
MARF1	10919
AC026401.1	530
NDE1	5512
MIR484	79
AC026401.2	503
AC026401.3	882
MYH11	16104
AF001548.2	836
AF001548.1	550
AF001548.3	1743
FOPNL	2391
RNU6-213P	104
AC130651.2	536
AC130651.1	598
ABCC1	7575
AC136624.1	413
ABCC6	7569
AC136624.2	542
NOMO3	8274
AC136624.4	370
AC136624.3	567
RP11-517A5.4	2278
MIR3179-2	677
MIR3670-2	65
AC138969.3	1459
PKD1P1	6805
AC138969.1	7897
AC138969.2	9932
NPIPA7	1401
AC136619.1	258
AC136619.2	631
RN7SL90P	276
AC092326.1	674
AC092326.2	1561
AC098965.1	967
AC109446.4	2755
AC109446.2	497
AC109446.1	220
XYLT1	11004
AC109446.3	641
AC099494.1	1370
AC099494.2	978
AC099494.3	1722
AC009152.1	556
AC109495.1	551
AC025277.1	1655
RPL7P47	556
AC010601.1	740
AC010601.2	774
AC091489.1	691
AC091489.2	604
AC008785.1	456
AC126755.5	267
NPIPA8	4889
AC126755.1	6804
AC126755.6	111
RP11-1212A22.4	3030
PKD1P5	10291
AC126755.4	1459
hsa-mir-3670-2	65
AC126755.3	543
MIR3179-3	84
NOMO2	5264
AC136618.2	400
AC136618.1	699
ABCC6P1	3431
RPS15A	6679
AC138811.2	764
ARL6IP1	3666
AC138811.1	361
SMG1	25227
AC092287.1	550
TMC7	5638
RNU6-1340P	107
AC099518.4	696
AC099518.2	704
COQ7	4120
AC099518.1	841
AC099518.6	450
ITPRIPL2	7440
AC099518.3	908
AC099518.5	1137
SYT17	7538
CLEC19A	3403
AC130456.1	1363
AC130456.2	2278
AC130456.7	1256
TMC5	6393
AC130456.4	665
AC130456.3	633
RNU4-46P	138
AC130456.5	510
GDE1	4416
AC130456.6	765
CCP110	10142
C16orf62	9767
AC002550.2	394
KNOP1	7761
AC002550.1	1379
IQCK	4993
AC027130.1	994
FO624990.1	85
LARP7P2	125
GPRC5B	6667
AC134300.1	97
GPR139	1712
AC092132.2	2744
AC092132.1	352
SNRPEP3	276
GP2	4048
UMOD	3409
PDILT	2276
AC106796.1	615
ACSM5	3963
AC137056.1	3027
ACSM2A	8193
AC137056.2	1958
ACSM2B	8158
AC141273.1	642
ACSM5P1	2438
ACSM3	7822
AC141273.3	124
AC141273.2	130
ACSM1	2871
THUMPD1	6501
AC004381.2	1329
AC004381.1	351
ERI2	6761
RNU6-944P	107
REXO5	4114
DCUN1D3	6248
LYRM1	3593
DNAH3	14960
AC008551.1	405
TMEM159	2558
AF001550.1	573
ZP2	3453
ANKS4B	4352
CRYM	3782
AF001550.2	217
CRYM-AS1	2746
AC008740.1	255
SNX29P1	1007
AC008740.2	110
NPIPB3	4717
SMG1P3	7107
MIR3680-1	87
SLC7A5P2	536
AC005632.4	431
AC005632.1	576
AC005632.3	308
METTL9	7035
AC005632.2	828
IGSF6	3532
RNU6-1005P	107
RNU6-196P	107
OTOA	7209
AC092375.2	1665
RRN3P1	5253
AC092375.3	106
NPIPB4	7773
SMG1P4	6290
AC092375.1	666
AC092119.2	1491
UQCRC2	5217
PDZD9	1331
AC092119.1	934
AC092119.3	583
C16orf52	6122
AC009019.1	1154
VWA3A	5039
SDR42E2	2630
EEF2K	8020
AC009034.1	714
POLR3E	9488
CDR2	3948
AC092338.1	423
AC092338.2	1455
MFSD13B	1290
RRN3P3	3366
SMG1P1	7046
NPIPB5	9234
AC106788.2	107
AC106788.1	2661
AC009021.2	1666
AC009021.1	375
RN7SL245P	290
AC130466.1	5701
HS3ST2	2605
AC127459.2	932
AC127459.1	2768
USP31	12017
AC127459.3	466
SCNN1G	3507
AC099482.1	481
SCNN1B	3918
COG7	4343
RN7SKP23	4301
AC008915.1	837
AC008915.2	1007
GGA2	8231
AC002400.1	726
EARS2	5730
SUB1P4	339
UBFD1	8619
AC008870.2	1024
NDUFAB1	1600
PALB2	4747
AC008870.4	627
DCTN5	12740
AC008870.1	3315
